0.564961,1,93
0.994953,1,93
1,1,93
1,1,93
0.078694,1.77,92
0.231409,1.77,92
0.441269,1.77,92
0.96057,1.77,92
0.283292,2.87,91
0.83506,2.87,91
0.885179,2.87,91
0.975237,3.36,91
0.98285,3.36,91
1,3.36,91
1,3.36,91
1,2.87,91
0.000196,4.91,89
0.001002,4.79,89
0.002648,4.79,89
0.002873,4.79,89
0.003134,5.26,89
0.003657,4.79,89
0.004382,4.77,89
0.004434,4.73,89
0.004637,4.73,89
0.005804,4.79,89
0.006599,4.79,89
0.007111,4.8,89
0.018742,4.91,89
0.019813,4.79,89
0.056679,4.8,89
0.079916,4.8,89
0.118996,4.8,89
0.121282,4.8,89
0.14144,4.79,89
0.147197,4.8,89
0.163076,4.79,89
0.174084,4.79,89
0.185863,4.79,89
0.205091,4.79,89
0.358575,4.77,89
0.453905,5.26,89
0.47972,4.8,89
0.4976,4.77,89
0.616603,4.91,89
0.634261,4.8,89
0.702287,5.26,89
0.752532,4.8,89
0.791479,4.79,89
0.809573,4.79,89
0.834668,4.77,89
0.880605,5.26,89
0.916264,4.79,89
0.920885,4.79,89
0.933282,4.79,89
0.963473,4.79,89
0.971614,4.79,89
0.979989,4.79,89
0.984003,4.79,89
0.998182,4.79,89
0.998546,4.79,89
1,4.91,89
1,4.8,89
1,4.8,89
1,4.8,89
1,4.79,89
1,4.79,89
1,4.79,89
1,4.79,89
1,4.79,89
1,4.79,89
1,4.73,89
1,4.73,89
0,6.16,88
0.000477,5.8,88
0.001053,5.95,88
0.001192,5.95,88
0.001197,5.8,88
0.00133,5.8,88
0.001383,6.09,88
0.001836,6.2,88
0.001905,6.16,88
0.001966,6.38,88
0.00204,6.09,88
0.002071,6.2,88
0.00233,6.2,88
0.002586,5.8,88
0.002617,6.09,88
0.002714,6.2,88
0.002718,5.95,88
0.002839,6.07,88
0.003153,5.8,88
0.003313,5.8,88
0.003355,5.8,88
0.003375,5.8,88
0.003443,5.8,88
0.003467,6.16,88
0.003553,6.2,88
0.004032,5.8,88
0.004793,5.8,88
0.004953,5.8,88
0.007232,6.16,88
0.009356,6.16,88
0.010167,5.8,88
0.010174,5.8,88
0.010755,5.8,88
0.012454,5.8,88
0.01715,5.8,88
0.021284,5.8,88
0.026045,5.8,88
0.026109,6.46,88
0.026389,5.8,88
0.030448,5.8,88
0.030774,5.95,88
0.032436,5.8,88
0.043282,5.8,88
0.047206,5.8,88
0.065688,6.16,88
0.06952,6.2,88
0.075391,5.8,88
0.080609,6.27,88
0.097569,5.8,88
0.11645,5.8,88
0.11804,5.8,88
0.120938,6.16,88
0.121877,5.8,88
0.131036,5.8,88
0.145529,6.07,88
0.146567,5.8,88
0.155011,6.16,88
0.155355,5.8,88
0.161112,5.92,88
0.165953,6.2,88
0.168007,5.8,88
0.172931,5.8,88
0.17592,6.2,88
0.206885,6.32,88
0.217484,5.8,88
0.219819,5.8,88
0.224876,6.2,88
0.232559,5.95,88
0.249183,6.07,88
0.252932,6.07,88
0.265997,6.16,88
0.298423,5.8,88
0.317916,5.8,88
0.321686,5.8,88
0.326907,5.8,88
0.375135,5.8,88
0.377662,6.38,88
0.393129,5.8,88
0.395176,6.16,88
0.40254,5.8,88
0.414086,5.8,88
0.429939,6.16,88
0.436182,5.8,88
0.455885,5.8,88
0.459181,5.8,88
0.465783,6.2,88
0.468367,6.27,88
0.46863,5.8,88
0.476012,5.8,88
0.488787,5.8,88
0.507227,5.8,88
0.523527,5.8,88
0.530414,5.8,88
0.536042,5.8,88
0.540955,5.8,88
0.549449,5.8,88
0.567376,6.27,88
0.57373,5.8,88
0.591561,6.2,88
0.597752,5.8,88
0.603823,6.09,88
0.614203,5.8,88
0.623929,5.92,88
0.627352,6.32,88
0.628783,5.95,88
0.665189,5.95,88
0.668451,6.07,88
0.675215,5.8,88
0.700281,6.16,88
0.704842,5.8,88
0.706362,5.8,88
0.70882,6.32,88
0.710181,6.07,88
0.710236,6.46,88
0.71151,5.8,88
0.717089,6.38,88
0.726239,5.8,88
0.729745,6.2,88
0.746856,5.8,88
0.747238,5.95,88
0.748604,5.8,88
0.749859,6.16,88
0.765593,6.09,88
0.779125,5.8,88
0.801471,6.16,88
0.816686,6.38,88
0.827581,6.2,88
0.85243,5.8,88
0.872911,6.16,88
0.875521,6.16,88
0.879703,6.2,88
0.88709,5.95,88
0.89134,6.2,88
0.896355,6.07,88
0.897474,6.16,88
0.901533,5.8,88
0.913405,5.8,88
0.914025,5.92,88
0.9144,6.27,88
0.92063,5.8,88
0.924301,5.92,88
0.936192,5.8,88
0.937734,6.09,88
0.941253,6.16,88
0.941515,5.95,88
0.966123,5.8,88
0.970487,5.8,88
0.971715,6.38,88
0.97336,5.8,88
0.985579,5.8,88
0.986517,5.8,88
0.991223,5.8,88
0.991574,6.09,88
0.99164,5.8,88
0.991705,5.8,88
0.993398,5.8,88
0.994162,6.32,88
0.998167,5.8,88
0.999439,6.38,88
1,6.46,88
1,6.46,88
1,6.38,88
1,6.38,88
1,6.2,88
1,6.16,88
1,6.16,88
1,6.09,88
1,6.09,88
1,6.07,88
1,5.95,88
1,5.95,88
